date,description,amount,transaction_type
2024-07-13,Zomato Delivery,-282.27,debit
2024-07-14,Monthly Payroll,12665.47,credit
2024-07-14,Mobile Recharge,-9459.25,debit
2024-07-15,Parking Fee,-739.07,debit
2024-07-16,Amazon Purchase,-9598.09,debit
2024-07-16,KFC Outlet,-237.86,debit
2024-07-19,Dentist Visit,-4656.15,debit
2024-07-19,Adidas Store,-676.62,debit
2024-07-21,Flipkart Order,-472.1,debit
2024-07-21,Adidas Store,-917.89,debit
2024-07-21,Petrol / Fuel,-407.29,debit
2024-07-22,Dentist Visit,-1051.64,debit
2024-07-22,Electricity Bill,-2017.06,debit
2024-07-24,Miscellaneous Expense,-7753.83,debit
2024-07-24,Netflix Subscription,-119.0,debit
2024-07-27,Service Fee,-4599.87,debit
2024-07-29,Utilities Payment,-1466.1,debit
2024-07-30,Amazon Purchase,-2288.08,debit
2024-07-31,Best Buy,-11517.16,debit
2024-08-04,Online Learning Platform,-2974.2,debit
2024-08-05,Dividend Credit,625.86,credit
2024-08-07,Processing Fee,-3214.76,debit
2024-08-07,Cab Service,-190.3,debit
2024-08-10,Disney+ Hotstar,-119.0,debit
2024-08-11,Gas Bill,-1963.61,debit
2024-08-11,Uber Ride,-292.12,debit
2024-08-11,H&M Purchase,-1394.39,debit
2024-08-12,Restaurant Dining,-1505.57,debit
2024-08-12,Electricity Bill,-964.29,debit
2024-08-12,Society Dues,-2414.93,debit
2024-08-14,General Purchase,-11929.0,debit
2024-08-19,Best Buy,-578.97,debit
2024-08-19,Adidas Store,-2109.31,debit
2024-08-20,Processing Fee,-3534.93,debit
2024-08-23,Consulting Fee,56560.58,credit
2024-08-23,Contract Payment,6372.83,credit
2024-08-25,Municipal Tax,-2994.42,debit
2024-08-28,Investment Return,11140.61,credit
2024-08-29,BESCOM Bill,-2601.17,debit
2024-08-30,Ajio Online Store,-13530.71,debit
2024-09-01,Miscellaneous Expense,-2555.99,debit
2024-09-06,Spencer's Retail,-564.05,debit
2024-09-06,Contract Payment,36875.35,credit
2024-09-06,Uber Eats,-417.37,debit
2024-09-06,BigBazaar Grocery,-1229.57,debit
2024-09-06,Bus Pass Renewal,-504.7,debit
2024-09-07,ATM Withdrawal,-3186.93,debit
2024-09-07,Petrol / Fuel,-532.3,debit
2024-09-07,Bakery Purchase,-712.99,debit
2024-09-10,Broadband Renewal,-16449.46,debit
2024-09-10,Parking Fee,-263.47,debit
2024-09-10,Costco Purchase,-557.32,debit
2024-09-11,Shell Petrol Pump,-742.57,debit
2024-09-12,Water Bill,-8688.19,debit
2024-09-12,Salary Credit,60753.69,credit
2024-09-12,Refund - Merchant,986.23,credit
2024-09-13,Spencer's Retail,-532.61,debit
2024-09-15,Hospital Bill,-19032.82,debit
2024-09-18,Parking Fee,-472.41,debit
2024-09-18,Apartment Rent Payment,-3681.43,debit
2024-09-23,Swiggy Order,-864.87,debit
2024-09-25,Fashion Store,-382.37,debit
2024-09-26,BESCOM Bill,-2518.65,debit
2024-09-26,BESCOM Bill,-1473.72,debit
2024-09-28,Nike Outlet,-9951.15,debit
2024-09-30,Toll Payment,-519.12,debit
2024-09-30,DMart Supermarket,-795.75,debit
2024-09-30,Doctor Consultation,-1157.72,debit
2024-10-01,Decathlon Purchase,-8660.62,debit
2024-10-03,Local Restaurant,-860.67,debit
2024-10-04,Fashion Store,-3667.86,debit
2024-10-05,Monthly Payroll,12451.66,credit
2024-10-06,Spencer's Retail,-305.36,debit
2024-10-06,Shell Petrol Pump,-288.14,debit
2024-10-08,Best Buy,-554.64,debit
2024-10-10,Home Insurance,-4646.94,debit
2024-10-11,Broadband Renewal,-8399.48,debit
2024-10-12,Apollo Pharmacy,-2412.82,debit
2024-10-12,Monthly Payroll,15248.1,credit
2024-10-14,More Supermarket,-379.46,debit
2024-10-15,Costco Purchase,-681.58,debit
2024-10-18,ATM Withdrawal,-5695.06,debit
2024-10-18,BigBazaar Grocery,-1370.55,debit
2024-10-18,Restaurant Dining,-270.23,debit
2024-10-20,Zomato Delivery,-444.72,debit
2024-10-20,Myntra Shopping,-3655.32,debit
2024-10-20,More Supermarket,-408.6,debit
2024-10-24,Business Income,50957.99,credit
2024-10-24,Referral Bonus,3483.02,credit
2024-10-24,McDonald's,-284.89,debit
2024-10-24,Auto Rickshaw,-497.11,debit
2024-10-28,Health Insurance Premium,-2419.58,debit
2024-10-29,McDonald's,-1236.72,debit
2024-10-30,Zara Store,-452.55,debit
2024-10-31,Dentist Visit,-14074.38,debit
2024-10-31,Domino's,-1206.62,debit
2024-10-31,Ola Cab,-130.05,debit
2024-11-01,College Fee,-2410.63,debit
2024-11-04,Mobile Recharge,-1408.83,debit
2024-11-04,Refund - Amazon,4049.1,credit
2024-11-08,Mall Shopping,-1283.25,debit
2024-11-08,Fashion Store,-409.68,debit
2024-11-09,Miscellaneous Expense,-3800.0,debit
2024-11-09,Swiggy Order,-271.43,debit
2024-11-09,Apollo Pharmacy,-5803.2,debit
2024-11-09,Parking Fee,-310.67,debit
2024-11-10,Refund - Amazon,82.51,credit
2024-11-12,Health Insurance Premium,-5270.63,debit
2024-11-12,Myntra Shopping,-786.0,debit
2024-11-14,Coursera Subscription,-2391.64,debit
2024-11-15,Netflix Subscription,-119.0,debit
2024-11-16,Referral Bonus,1100.06,credit
2024-11-17,More Supermarket,-1124.16,debit
2024-11-18,Domino's,-612.92,debit
2024-11-21,BESCOM Bill,-895.23,debit
2024-11-21,Decathlon Purchase,-4242.97,debit
2024-11-21,Metro Card Recharge,-244.64,debit
2024-11-21,Restaurant Dining,-1437.5,debit
2024-11-22,Shell Petrol Pump,-135.91,debit
2024-11-22,Contract Payment,23799.56,credit
2024-11-24,Swiggy Order,-1253.35,debit
2024-11-26,Bonus Credit,12137.74,credit
2024-11-28,Business Income,102891.7,credit
2024-11-30,Toll Payment,-278.38,debit
2024-11-30,Fashion Store,-6447.66,debit
2024-12-01,Investment Return,19382.34,credit
2024-12-02,Health Insurance Premium,-1230.89,debit
2024-12-03,Municipal Tax,-1680.13,debit
2024-12-04,Fashion Store,-1501.4,debit
2024-12-05,Cab Service,-472.82,debit
2024-12-05,Hospital Bill,-3125.42,debit
2024-12-09,Grocery Store,-589.34,debit
2024-12-11,Domino's,-236.29,debit
2024-12-12,Home Insurance,-3349.8,debit
2024-12-14,Broadband Renewal,-3493.8,debit
2024-12-19,Referral Bonus,589.76,credit
2024-12-19,College Fee,-2986.6,debit
2024-12-20,Mall Shopping,-567.76,debit
2024-12-20,Refund - Amazon,868.12,credit
2024-12-20,Refund - Merchant,4004.79,credit
2024-12-23,Toll Payment,-621.68,debit
2024-12-25,Restaurant Dining,-378.88,debit
2024-12-25,Service Fee,-2470.09,debit
2024-12-28,Consulting Fee,17974.34,credit
2024-12-30,More Supermarket,-941.0,debit
2024-12-31,Walmart Grocery,-687.98,debit
2025-01-01,Refund - Merchant,1304.16,credit
2025-01-02,General Purchase,-18546.94,debit
2025-01-03,Gym Membership,-910.81,debit
2025-01-03,Cafe Coffee Day,-365.05,debit
2025-01-04,Uber Eats,-504.56,debit
2025-01-07,Diagnostic Lab Test,-9785.49,debit
2025-01-10,Gas Bill,-2406.04,debit
2025-01-10,Internet Bill,-1945.14,debit
2025-01-12,Miscellaneous Expense,-2591.77,debit
2025-01-13,Local Restaurant,-399.92,debit
2025-01-13,DMart Supermarket,-432.38,debit
2025-01-14,Home Insurance,-5322.22,debit
2025-01-15,Broadband Renewal,-1362.63,debit
2025-01-15,Uber Ride,-268.45,debit
2025-01-16,Ola Cab,-534.62,debit
2025-01-17,Gym Membership,-867.45,debit
2025-01-18,BESCOM Bill,-1033.91,debit
2025-01-20,Health Insurance Premium,-2266.99,debit
2025-01-20,Ajio Online Store,-1457.06,debit
2025-01-21,Water Bill,-2165.15,debit
2025-01-22,Health Insurance Premium,-2742.1,debit
2025-01-22,Diagnostic Lab Test,-4914.29,debit
2025-01-23,Bakery Purchase,-1462.22,debit
2025-01-25,Internet Bill,-18588.15,debit
2025-01-25,Dividend Credit,2840.61,credit
2025-01-26,House Rent,-22849.92,debit
2025-01-28,Referral Bonus,2849.88,credit
2025-01-29,Petrol / Fuel,-384.0,debit
2025-01-29,Udemy Course,-2047.08,debit
2025-01-30,Amazon Purchase,-2311.26,debit
2025-01-31,Bakery Purchase,-219.76,debit
2025-02-01,Local Restaurant,-247.63,debit
2025-02-01,KFC Outlet,-1654.09,debit
2025-02-02,Internet Bill,-986.7,debit
2025-02-02,Interest Credit,3337.4,credit
2025-02-03,Referral Bonus,3996.42,credit
2025-02-03,Bus Pass Renewal,-286.86,debit
2025-02-04,Swiggy Order,-1522.36,debit
2025-02-05,Refund - Amazon,1361.78,credit
2025-02-06,Amazon Purchase,-517.05,debit
2025-02-06,Reliance Fresh,-468.93,debit
2025-02-07,Broadband Renewal,-2457.04,debit
2025-02-07,Investment Return,91170.29,credit
2025-02-07,Business Income,6325.83,credit
2025-02-08,Swiggy Order,-233.68,debit
2025-02-09,Internet Bill,-1379.36,debit
2025-02-11,Ola Cab,-661.49,debit
2025-02-11,Investment Return,79299.15,credit
2025-02-11,Direct Deposit - Employer,25734.77,credit
2025-02-12,Coursera Subscription,-4964.29,debit
2025-02-12,Decathlon Purchase,-3791.26,debit
2025-02-15,Netflix Subscription,-119.0,debit
2025-02-16,Mobile Recharge,-1448.85,debit
2025-02-17,Nike Outlet,-483.86,debit
2025-02-17,Referral Bonus,771.1,credit
2025-02-18,Restaurant Dining,-924.24,debit
2025-02-19,Apartment Rent Payment,-5129.41,debit
2025-02-20,Property Tax,-7409.64,debit
2025-02-20,Auto Rickshaw,-197.62,debit
2025-02-21,Dentist Visit,-3912.84,debit
2025-02-22,Refund - Amazon,741.18,credit
2025-02-24,Auto Rickshaw,-696.28,debit
2025-02-24,Best Buy,-932.0,debit
2025-02-25,Zomato Delivery,-179.59,debit
2025-02-26,Uber Eats,-218.42,debit
2025-02-27,Internet Bill,-1473.39,debit
2025-03-01,BESCOM Bill,-4655.54,debit
2025-03-02,Pizza Hut,-290.7,debit
2025-03-03,BESCOM Bill,-1049.69,debit
2025-03-04,General Purchase,-6884.62,debit
2025-03-05,Convenience Store,-8728.24,debit
2025-03-05,Petrol / Fuel,-455.13,debit
2025-03-06,Walmart Grocery,-333.04,debit
2025-03-06,KFC Outlet,-1479.5,debit
2025-03-07,H&M Purchase,-11899.21,debit
2025-03-08,Mobile Recharge,-3790.01,debit
2025-03-09,Zara Store,-1124.62,debit
2025-03-09,Udemy Course,-3711.54,debit
2025-03-11,Flipkart Order,-1264.75,debit
2025-03-11,Contract Payment,80815.68,credit
2025-03-11,Starbucks Coffee,-768.85,debit
2025-03-11,Uber Ride,-765.42,debit
2025-03-13,Gas Bill,-4716.43,debit
2025-03-16,Monthly Payroll,12367.88,credit
2025-03-19,Auto Rickshaw,-172.01,debit
2025-03-21,Salary Credit,27150.23,credit
2025-03-26,Salary Credit,17337.82,credit
2025-03-26,More Supermarket,-1010.11,debit
2025-03-26,Pizza Hut,-268.95,debit
2025-03-26,Zomato Delivery,-370.82,debit
2025-03-27,Broadband Renewal,-10697.89,debit
2025-03-31,Local Restaurant,-405.1,debit
2025-03-31,Bank Charges,-9762.08,debit
2025-04-01,Decathlon Purchase,-1550.03,debit
2025-04-01,Udemy Course,-2378.2,debit
2025-04-01,Spotify Premium,-119.0,debit
2025-04-01,Dentist Visit,-1207.85,debit
2025-04-02,Refund - Amazon,1014.58,credit
2025-04-03,Interest Credit,1996.88,credit
2025-04-03,Consulting Fee,9162.02,credit
2025-04-04,Bakery Purchase,-1007.4,debit
2025-04-05,Bakery Purchase,-88.58,debit
2025-04-05,KFC Outlet,-787.83,debit
2025-04-06,Swiggy Order,-843.93,debit
2025-04-07,Referral Bonus,1897.34,credit
2025-04-07,Domino's,-612.09,debit
2025-04-07,KFC Outlet,-340.31,debit
2025-04-07,Costco Purchase,-1450.74,debit
2025-04-08,Starbucks Coffee,-212.62,debit
2025-04-08,Apartment Rent Payment,-3005.61,debit
2025-04-10,Zomato Delivery,-499.26,debit
2025-04-10,Costco Purchase,-486.78,debit
2025-04-11,Dentist Visit,-1597.51,debit
2025-04-11,Petrol / Fuel,-548.08,debit
2025-04-12,Mobile Recharge,-1320.82,debit
2025-04-12,Domino's,-992.49,debit
2025-04-16,BigBazaar Grocery,-448.46,debit
2025-04-17,Monthly Payroll,10232.11,credit
2025-04-17,Nike Outlet,-442.93,debit
2025-04-18,Mall Shopping,-317.82,debit
2025-04-19,More Supermarket,-417.01,debit
2025-04-19,Nike Outlet,-3329.07,debit
2025-04-20,Costco Purchase,-602.72,debit
2025-04-20,Dividend Credit,831.32,credit
2025-04-20,Referral Bonus,1983.57,credit
2025-04-21,Adidas Store,-2495.24,debit
2025-04-24,Zara Store,-503.73,debit
2025-04-24,McDonald's,-560.54,debit
2025-04-26,Medplus Medical Store,-3781.63,debit
2025-04-27,Online Learning Platform,-2564.33,debit
2025-04-28,Parking Fee,-736.02,debit
2025-04-29,Restaurant Dining,-848.29,debit
2025-04-29,Bakery Purchase,-184.06,debit
2025-04-30,Monthly Payroll,30638.72,credit
2025-05-01,Book Purchase,-4653.21,debit
2025-05-01,Fashion Store,-778.71,debit
2025-05-02,KFC Outlet,-287.16,debit
2025-05-04,Salary Credit,10953.67,credit
2025-05-05,Investment Return,90523.04,credit
2025-05-06,Petrol / Fuel,-270.55,debit
2025-05-06,Nike Outlet,-2141.49,debit
2025-05-08,Zara Store,-11791.94,debit
2025-05-13,Bakery Purchase,-260.6,debit
2025-05-14,Auto Rickshaw,-84.44,debit
2025-05-14,Business Income,11569.39,credit
2025-05-14,Amazon Prime Renewal,-119.0,debit
2025-05-18,Zara Store,-5641.14,debit
2025-05-18,Best Buy,-1005.43,debit
2025-05-18,Uber Eats,-1198.81,debit
2025-05-19,Diagnostic Lab Test,-1644.91,debit
2025-05-20,Dividend Credit,958.5,credit
2025-05-21,Walmart Grocery,-301.83,debit
2025-05-21,Decathlon Purchase,-414.75,debit
2025-05-27,Gym Membership,-1025.79,debit
2025-05-29,Interest Credit,2892.78,credit
2025-05-30,Adidas Store,-5815.86,debit
2025-05-31,Parking Fee,-726.84,debit
2025-06-01,Processing Fee,-2929.63,debit
2025-06-02,Nike Outlet,-706.08,debit
2025-06-03,Walmart Grocery,-1861.8,debit
2025-06-03,Bonus Credit,44814.76,credit
2025-06-04,Internet Bill,-3052.86,debit
2025-06-04,Cafe Coffee Day,-321.39,debit
2025-06-04,Walmart Grocery,-1750.56,debit
2025-06-04,Business Income,39017.25,credit
2025-06-06,More Supermarket,-942.16,debit
2025-06-06,Business Income,20964.85,credit
2025-06-08,Zara Store,-459.55,debit
2025-06-08,Toll Payment,-154.76,debit
2025-06-09,Restaurant Dining,-1284.33,debit
2025-06-10,Diagnostic Lab Test,-2479.91,debit
2025-06-12,Apollo Pharmacy,-3388.77,debit
2025-06-14,Flipkart Order,-2237.75,debit
2025-06-14,Mall Shopping,-17715.46,debit
2025-06-15,Fresh Market,-504.68,debit
2025-06-15,Best Buy,-2840.55,debit
2025-06-17,Petrol / Fuel,-188.9,debit
2025-06-19,DMart Supermarket,-625.22,debit
2025-06-19,Water Bill,-1387.88,debit
2025-06-19,Mobile Recharge,-3103.07,debit
2025-06-20,Bonus Credit,64914.47,credit
2025-06-20,Walmart Grocery,-1816.85,debit
2025-06-21,Consulting Fee,9423.24,credit
2025-06-25,Health Insurance Premium,-965.62,debit
2025-06-26,House Rent,-8403.02,debit
2025-06-27,Contract Payment,10642.03,credit
2025-06-29,BigBazaar Grocery,-1026.59,debit
2025-06-29,Zara Store,-991.99,debit
2025-07-02,More Supermarket,-351.28,debit
2025-07-02,Investment Return,12959.95,credit
2025-07-03,Microsoft 365,-119.0,debit
2025-07-04,H&M Purchase,-467.32,debit
2025-07-04,More Supermarket,-377.43,debit
2025-07-06,Cab Service,-794.59,debit
2025-07-06,Fashion Store,-534.23,debit
2025-07-08,Dividend Credit,1987.34,credit
2025-07-10,College Fee,-2858.07,debit
2025-07-11,Hospital Bill,-3296.6,debit
2025-07-15,Zomato Delivery,-570.81,debit
2025-07-16,Cashback Credit,2646.25,credit
2025-07-17,Utilities Payment,-2139.98,debit
2025-07-18,Reliance Fresh,-1131.06,debit
2025-07-20,Shell Petrol Pump,-566.23,debit
2025-07-20,Bank Charges,-5764.75,debit
2025-07-23,Municipal Tax,-3118.3,debit
2025-07-23,ATM Withdrawal,-2009.12,debit
2025-07-23,Service Fee,-24791.93,debit
2025-07-23,Doctor Consultation,-2475.05,debit
2025-07-23,Business Income,5358.3,credit
2025-07-24,Health Insurance Premium,-1217.18,debit
2025-07-25,Tuition Fee,-4493.63,debit
2025-07-26,Water Bill,-1196.9,debit
2025-07-29,Utilities Payment,-1391.54,debit
2025-07-30,Water Bill,-8665.15,debit
2025-07-30,Property Tax,-21569.56,debit
2025-07-31,Uber Ride,-312.97,debit
2025-08-01,Dividend Credit,1001.02,credit
2025-08-02,Coursera Subscription,-4953.7,debit
2025-08-04,Service Fee,-5893.69,debit
2025-08-05,Costco Purchase,-1081.09,debit
2025-08-05,YouTube Premium,-119.0,debit
2025-08-05,Gas Bill,-3031.23,debit
2025-08-06,Monthly Payroll,59629.28,credit
2025-08-07,Freelance Payment Received,19866.21,credit
2025-08-08,Fresh Market,-1205.51,debit
2025-08-10,Adidas Store,-2063.4,debit
2025-08-11,Other Payment,-2776.55,debit
2025-08-13,Online Learning Platform,-3588.34,debit
2025-08-15,General Purchase,-4232.83,debit
2025-08-17,Pizza Hut,-1596.68,debit
2025-08-17,Best Buy,-1665.54,debit
2025-08-19,BigBazaar Grocery,-756.4,debit
2025-08-20,DMart Supermarket,-486.24,debit
2025-08-20,Cab Service,-322.33,debit
2025-08-21,Uber Eats,-267.12,debit
2025-08-22,Uber Eats,-837.39,debit
2025-08-22,Nike Outlet,-373.49,debit
2025-08-22,KFC Outlet,-1844.0,debit
2025-08-25,Diagnostic Lab Test,-1118.09,debit
2025-08-26,Mobile Recharge,-5572.23,debit
2025-08-27,Local Restaurant,-211.97,debit
2025-08-27,Apollo Pharmacy,-8266.88,debit
2025-08-27,Dentist Visit,-9745.93,debit
2025-08-27,Home Insurance,-28627.07,debit
2025-08-30,Reliance Fresh,-304.48,debit
2025-08-31,Metro Card Recharge,-496.16,debit
2025-09-01,Best Buy,-2625.97,debit
2025-09-02,Municipal Tax,-4412.82,debit
2025-09-02,Swiggy Order,-425.97,debit
2025-09-02,Service Fee,-2033.41,debit
2025-09-02,Bus Pass Renewal,-246.78,debit
2025-09-03,Uber Eats,-531.7,debit
2025-09-08,Walmart Grocery,-902.53,debit
2025-09-08,Salary Credit,8869.59,credit
2025-09-11,Cashback Credit,1061.69,credit
2025-09-11,Health Insurance Premium,-969.37,debit
2025-09-12,Spencer's Retail,-313.5,debit
2025-09-12,Miscellaneous Expense,-3167.37,debit
2025-09-15,Decathlon Purchase,-4818.0,debit
2025-09-15,McDonald's,-989.78,debit
2025-09-16,Mall Shopping,-5559.34,debit
2025-09-16,Nike Outlet,-3240.06,debit
2025-09-16,Swiggy Order,-483.94,debit
2025-09-17,House Rent,-2002.65,debit
2025-09-17,Utilities Payment,-3911.71,debit
2025-09-18,Cab Service,-568.12,debit
2025-09-19,Udemy Course,-2800.53,debit
2025-09-20,Toll Payment,-331.09,debit
2025-09-20,Convenience Store,-5597.45,debit
2025-09-21,Best Buy,-4530.91,debit
2025-09-22,Ajio Online Store,-820.59,debit
2025-09-23,Miscellaneous Expense,-7750.2,debit
2025-09-25,Udemy Course,-2650.81,debit
2025-09-27,Starbucks Coffee,-292.92,debit
2025-09-30,Restaurant Dining,-666.39,debit
2025-09-30,Shell Petrol Pump,-311.13,debit
2025-10-02,Mall Shopping,-5921.38,debit
2025-10-02,McDonald's,-97.47,debit
2025-10-02,Dentist Visit,-1819.55,debit
2025-10-04,Mall Shopping,-327.14,debit
2025-10-07,Cafe Coffee Day,-817.36,debit
2025-10-09,Ajio Online Store,-1336.86,debit
2025-10-10,Diagnostic Lab Test,-10653.17,debit
2025-10-10,Diagnostic Lab Test,-9960.33,debit
2025-10-10,Referral Bonus,4960.17,credit
2025-10-11,YouTube Premium,-119.0,debit
2025-10-11,Zara Store,-1137.02,debit
2025-10-14,More Supermarket,-1025.2,debit
2025-10-16,Adidas Store,-3990.7,debit
2025-10-16,H&M Purchase,-409.16,debit
2025-10-19,Bus Pass Renewal,-392.67,debit
2025-10-20,Adidas Store,-537.01,debit
2025-10-20,Freelance Payment Received,56551.44,credit
2025-10-21,Bakery Purchase,-875.41,debit
2025-10-23,Myntra Shopping,-464.13,debit
2025-10-23,Internet Bill,-1822.93,debit
2025-10-24,Business Income,8778.59,credit
2025-10-24,Nike Outlet,-5510.94,debit
2025-10-27,Costco Purchase,-1000.73,debit
2025-10-27,Hospital Bill,-1248.71,debit
2025-10-29,Parking Fee,-538.39,debit
2025-10-30,Other Payment,-5507.8,debit
2025-10-30,Dentist Visit,-860.89,debit
2025-11-01,Referral Bonus,2068.03,credit
2025-11-01,Zomato Delivery,-256.1,debit
2025-11-02,Referral Bonus,2832.37,credit
2025-11-03,Pizza Hut,-419.99,debit
2025-11-04,Refund - Amazon,3915.55,credit
2025-11-05,Freelance Payment Received,48121.15,credit
2025-11-05,Mobile Recharge,-3821.36,debit
2025-11-06,ATM Withdrawal,-2466.17,debit
2025-11-07,Zara Store,-4949.68,debit
2025-11-08,Cafe Coffee Day,-101.54,debit
2025-11-09,Domino's,-238.4,debit
2025-11-13,Best Buy,-2428.08,debit
2025-11-14,H&M Purchase,-351.66,debit
2025-11-15,Home Insurance,-7293.54,debit
2025-11-15,KFC Outlet,-565.67,debit
2025-11-16,Amazon Purchase,-2915.2,debit
2025-11-17,H&M Purchase,-11081.18,debit
2025-11-19,Bank Charges,-29927.09,debit
2025-11-23,Miscellaneous Expense,-2427.36,debit
2025-11-25,Adidas Store,-606.28,debit
2025-11-28,Microsoft 365,-119.0,debit
2025-11-28,Spencer's Retail,-797.43,debit
2025-11-28,McDonald's,-478.99,debit
2025-11-30,Freelance Payment Received,60377.37,credit
2025-11-30,Spencer's Retail,-395.69,debit
2025-12-01,Spencer's Retail,-501.9,debit
2025-12-01,Auto Rickshaw,-401.2,debit
2025-12-02,Cashback Credit,330.19,credit
2025-12-03,Bank Charges,-3475.09,debit
2025-12-03,Gas Bill,-2314.76,debit
2025-12-05,Mobile Recharge,-3114.84,debit
2025-12-06,Home Insurance,-2094.54,debit
2025-12-07,Apartment Rent Payment,-2317.83,debit
2025-12-08,Best Buy,-400.58,debit
2025-12-09,BigBazaar Grocery,-672.63,debit
2025-12-09,Zara Store,-8674.83,debit
2025-12-09,Domino's,-509.25,debit
2025-12-11,Bus Pass Renewal,-177.64,debit
2025-12-11,Gas Bill,-2721.91,debit
2025-12-14,Dividend Credit,3998.45,credit
2025-12-18,Direct Deposit - Employer,19300.24,credit
2025-12-19,Consulting Fee,12695.07,credit
2025-12-20,Mall Shopping,-1120.71,debit
2025-12-21,Restaurant Dining,-641.92,debit
2025-12-22,Ajio Online Store,-4263.91,debit
2025-12-22,Direct Deposit - Employer,17665.21,credit
2025-12-24,Costco Purchase,-328.83,debit
2025-12-25,Maintenance Charge,-3646.94,debit
2025-12-26,Parking Fee,-287.83,debit
2025-12-27,Processing Fee,-5551.17,debit
2025-12-30,Interest Credit,2310.2,credit
2025-12-31,Cashback Credit,2082.3,credit
